LEBench ref,3,31.335431574787734
LEBench cpu,3,34.18544924218654
LEBench getpid,3,29.752962525796125
LEBench context_switch,3,38.41831201929035
LEBench send,3,36.374857828912575
LEBench recv,3,37.147021932721636
LEBench big_send,3,38.02208928192294
LEBench big_recv,3,39.04493776705717
LEBench fork,3,37.94130470986886
LEBench thr_create,3,27.08542653378443
LEBench big_fork,3,44.147112510299316
LEBench huge_fork,3,54.599004396095125
LEBench small_write,3,31.266666589242288
LEBench small_read,3,28.39199357454227
LEBench small_mmap,3,30.205347843567306
LEBench small_munmap,3,37.099660599012886
LEBench small_page_fault,3,35.35708139926791
LEBench mid_write,3,28.772979190652006
LEBench mid_read,3,32.5357800694246
LEBench mid_mmap,3,42.73235769748651
LEBench mid_munmap,3,32.01950545519316
LEBench mid_page_fault,3,38.75807490439711
LEBench big_write,3,32.53309603753907
LEBench big_read,3,31.201894616668806
LEBench big_mmap,3,25.50421564912328
LEBench big_munmap,3,32.376239353057
LEBench big_page_fault,3,29.9202478466749
LEBench huge_write,3,43.383966974261796
LEBench huge_read,3,34.843980057447915
LEBench huge_mmap,3,31.4644456086932
LEBench huge_munmap,3,33.12382860341673
LEBench huge_page_fault,3,28.17173249530272
LEBench select,3,29.918026883931816
LEBench poll,3,30.858299161965245
LEBench epoll,3,35.250819384298055
LEBench select_big,3,35.11911325493282
LEBench poll_big,3,34.64894351485796
LEBench epoll_big,3,33.28952538047699
