name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench ref,5,83.0754716981132,72.52307692307693,73.775,71.58083832335329,132.88148148148147,86.767173685205,0.0,0.0,0.0,0.0,0.0,0.0
LEBench cpu,5,35.7703081232493,39.43617021276596,30.268392370572208,20.871989860583017,66.2874659400545,38.526865301445,3.0,3.0,3.0,3.0,4.0,3.2
LEBench getpid,5,47.298850574712645,40.391447368421055,69.26027397260275,38.362116991643454,70.187675070028,53.10007279548158,0.0,0.0,0.0,0.0,0.0,0.0
LEBench context_switch,5,37.11735961477531,37.39618275006612,37.50099065247519,38.91115432981701,38.40589028043076,37.866315525512874,1672542.0,1472841.0,1572874.0,1471167.0,1572754.0,1552435.6
LEBench send,5,36.46461166223082,35.72997215421559,37.50897833059074,35.50282755397267,35.9741884578502,36.23611563177201,34610.0,32680.0,34397.0,32427.0,32396.0,33302.0
LEBench recv,5,36.13093385402067,34.91422616587096,35.49925902233595,40.15329948196457,40.65868049744345,37.47127980432712,38397.0,36428.0,38397.0,42392.0,36404.0,38403.6
LEBench big_send,5,37.462636393129294,37.30388565279711,37.694181716016324,38.48766520227716,37.71812485405153,37.73329876365428,400050.0,390055.0,390100.0,400056.0,390009.0,394054.0
LEBench big_recv,5,38.9877584662774,39.021382391462915,38.85482790444641,39.095043903744376,38.94338362893928,38.98047925897407,640100.0,670099.0,640100.0,660099.0,670099.0,656099.4
LEBench fork,5,37.91035520452387,38.93338721217986,37.43194563655567,37.00582500958472,37.18029298520813,37.692361209610446,340023.0,360007.0,360216.0,360006.0,340037.0,352057.8
LEBench thr_create,5,24.162599606945083,24.012046778020082,24.962461611430605,27.05139960656167,26.051396944413526,25.247980909474194,16.0,16.0,45.0,18.0,69.0,32.8
LEBench big_fork,5,41.908169619618654,40.501832473368324,42.29401901198149,42.729946475454575,42.20135564466891,41.92706464501839,85092.0,90092.0,90092.0,90094.0,90091.0,89092.2
LEBench huge_fork,5,39.250702139721625,39.99236160980691,40.018372623554455,40.66167809308146,39.05721225422654,39.7960653440782,100070.0,85068.0,90071.0,85068.0,85069.0,89069.2
LEBench small_write,5,32.06236569547963,38.28369919119357,30.61032974038016,34.37712654749517,33.914649681528665,33.84963417121544,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_read,5,42.38467895215271,38.486837720759745,37.416200538636836,80.92883329739055,31.847411950562215,46.212792491900416,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_mmap,5,23.6461214672279,24.720250277761533,26.425488428013225,30.227746353081272,26.000819672131147,26.204085239643018,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_munmap,5,35.92178686738482,36.73894780016406,37.899982153584745,36.598751884444134,35.918309082994504,36.61555555771445,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
