name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench ref,5,111.26791277258567,62.61363636363637,75.81272084805654,97.42508710801394,122.105,93.84487141845851,0.0,0.0,0.0,0.0,0.0,0.0
LEBench cpu,5,23.08100929614874,21.611256544502616,23.74074074074074,43.11380880121396,22.34983498349835,26.779330073220883,3.0,4.0,3.0,4.0,4.0,3.6
LEBench getpid,5,97.16497461928934,20.459212131630732,103.30805687203791,55.59839357429719,77.14760914760915,70.73564926897286,0.0,0.0,0.0,0.0,0.0,0.0
LEBench context_switch,5,40.72947064740464,41.01760989896012,38.69929067822386,38.8105635208481,40.88412639254344,40.02821222759603,1472898.0,1473017.0,1673649.0,1676401.0,1564802.0,1572153.4
LEBench send,5,39.147072715037474,35.993375823957216,34.930686766026625,35.96126951678017,36.019832828504704,36.41044753006124,32543.0,34397.0,32639.0,32396.0,34457.0,33286.4
LEBench recv,5,34.87128455123749,37.46568576635623,38.55317655078391,40.07265358187758,35.8900488951834,37.37056986908772,34517.0,38397.0,38645.0,38437.0,42669.0,38533.0
LEBench big_send,5,37.18477283095675,37.51415676881242,38.029984443783235,37.28572030522075,38.56074403406808,37.71507567656825,390102.0,390100.0,400099.0,390006.0,410100.0,396081.4
LEBench big_recv,5,39.00227033729455,38.31758704416128,39.047373088011426,38.70957371375838,38.52083764791353,38.719528366227834,670046.0,630099.0,650100.0,640100.0,640100.0,646089.0
LEBench fork,5,38.13916712738626,36.71814555058853,37.866361321782016,37.594464844675784,37.15493228911566,37.49461422670966,340058.0,360251.0,360053.0,360189.0,360336.0,356177.4
LEBench thr_create,5,27.1776275283592,23.982182777002887,24.217308350629235,24.583308337261286,26.89521322557084,25.371128043764692,20.0,19.0,21.0,29.0,21.0,22.0
LEBench big_fork,5,44.840444586622375,42.58452115456844,43.05585056925016,42.76469331341629,42.20348610253004,43.08979914527747,90094.0,90091.0,95092.0,90092.0,85091.0,90092.0
LEBench huge_fork,5,40.03552486303786,40.069517633085106,40.38569853146509,39.73796995317033,39.82937643476283,40.011617483104246,85070.0,85068.0,85068.0,90069.0,90070.0,87069.0
LEBench small_write,5,21.428208152846533,20.114744960215358,40.11688122772565,20.829639095114082,27.021772488370686,25.902249184854462,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_read,5,47.22297988407774,20.27770017628078,20.528132191762705,25.138501040163426,28.703272281400874,28.374117114737107,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_mmap,5,28.30837286831645,38.998754769676864,25.937328296703296,23.283871651877167,48.15434336112118,32.93653418953899,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_munmap,5,38.532107008552074,35.614152359116446,36.457961636084086,37.2122770429792,37.57564474202005,37.07842855775037,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
LEBench small_page_fault,5,39.431474567230765,43.784365914257016,40.855120185313666,35.97614132971872,35.028566362560916,39.01513367181622,49997.0,49997.0,49996.0,49996.0,49996.0,49996.4
LEBench mid_write,5,62.74939221590275,25.67200814418219,24.51175884188627,26.051385302227864,32.65492639197302,34.32789417923442,7.0,7.0,7.0,7.0,7.0,7.0
LEBench mid_read,5,29.938630700899143,27.937935764087324,30.766651623998342,32.88573262718665,31.278458741422792,30.56148189151885,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,5,26.064249820531227,21.447978674690916,31.91115528710146,26.83062164709613,22.93490350016356,25.83778178591666,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,5,31.15012282888561,31.254031698267237,32.61365264609542,31.545126839853456,31.6685582764278,31.646298457905903,999998.0,999999.0,999998.0,999998.0,999998.0,999998.2
LEBench mid_page_fault,5,35.33894744394297,38.66532195935062,39.60981792853209,36.38569991515907,38.99869617589051,37.79969668457505,49998.0,49999.0,49998.0,49998.0,49998.0,49998.2
LEBench big_write,5,35.38461792549432,34.38473538305617,34.368895889538685,33.89209414604707,33.951939300023916,34.39645652883203,1999.0,1999.0,2000.0,1999.0,1999.0,1999.2
LEBench big_read,5,64.99957544745604,63.03338729259409,53.45031780145411,58.87872066595471,59.88431492049421,60.04926322559063,987.0,987.0,987.0,988.0,986.0,987.0
LEBench big_mmap,5,25.208847767232914,27.380063060878,46.01109200129614,32.22513628996611,33.466084981772546,32.858244820229146,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,5,32.73993178637807,32.159532047521466,32.07312900885491,32.36946438747886,31.929863217575946,32.25438408956185,2499998.0,2499998.0,2499998.0,2499998.0,2499998.0,2499998.0
LEBench big_page_fault,5,27.34516401863623,38.84683839436116,27.49360094435413,26.670456009381926,27.91394011482649,29.653999896311984,49998.0,49999.0,49998.0,49998.0,49998.0,49998.2
LEBench huge_write,5,31.74643421518284,31.432126792013015,31.55452907242447,31.303171081350673,31.776120782516934,31.562476388697586,24980359.0,24992497.0,24976279.0,24988456.0,24997077.0,24986933.6
