LEBench ref,3,34.57735055539158
LEBench cpu,3,34.2479071817118
LEBench getpid,3,28.41840005462181
LEBench context_switch,3,38.46570539644657
LEBench send,3,36.20441056993888
LEBench recv,3,36.03675904782582
LEBench big_send,3,38.1560994772473
LEBench big_recv,3,38.90931774911544
LEBench fork,3,37.68579300209067
LEBench thr_create,3,27.908025390407317
LEBench big_fork,3,44.28562609982648
LEBench huge_fork,3,45.060525119156445
LEBench small_write,3,30.83184008442423
LEBench small_read,3,32.670302587138984
LEBench small_mmap,3,27.077401719742358
LEBench small_munmap,3,36.76257798118468
LEBench small_page_fault,3,35.09023525006899
LEBench mid_write,3,27.939635718628825
LEBench mid_read,3,31.480344930369444
LEBench mid_mmap,3,30.801098494475923
LEBench mid_munmap,3,31.617041988368275
LEBench mid_page_fault,3,38.185450174344325
LEBench big_write,3,32.51451642768186
LEBench big_read,3,30.533639349239934
LEBench big_mmap,3,28.08482827149741
LEBench big_munmap,3,31.66603820682948
LEBench big_page_fault,3,26.921162010845364
LEBench huge_write,3,31.119891348418317
LEBench huge_read,3,30.521365496357504
LEBench huge_mmap,3,31.134124888346253
LEBench huge_munmap,3,32.02001875087332
LEBench huge_page_fault,3,27.588254753040363
LEBench select,3,29.652676564807948
LEBench poll,3,28.99377850194271
LEBench epoll,3,31.96454046959231
LEBench select_big,3,33.36908982857186
LEBench poll_big,3,33.93465071498529
LEBench epoll_big,3,34.9099924946315
