LEBench ref,3,35.36792838405135
LEBench cpu,3,39.1251117025945
LEBench getpid,3,35.92874439326682
LEBench context_switch,3,39.413546373702594
LEBench send,3,36.324275205719346
LEBench recv,3,39.10742241179721
LEBench big_send,3,37.40086302989167
LEBench big_recv,3,38.79871106259541
LEBench fork,3,37.82814276592513
LEBench thr_create,3,31.71774390917292
LEBench big_fork,3,63.37254798534058
LEBench huge_fork,3,54.19050308184216
LEBench small_write,3,26.38024256556848
LEBench small_read,3,33.782934405926845
LEBench small_mmap,3,32.04709476347028
LEBench small_munmap,3,32.67440903975751
LEBench small_page_fault,3,34.32088581887246
LEBench mid_write,3,25.979525261664097
LEBench mid_read,3,50.16507599864309
LEBench mid_mmap,3,32.71383513892094
LEBench mid_munmap,3,31.44739772162427
LEBench mid_page_fault,3,37.53578785291892
LEBench big_write,3,37.472488943903905
LEBench big_read,3,39.6666602398498
LEBench big_mmap,3,39.46414254620981
LEBench big_munmap,3,31.57954088570064
LEBench big_page_fault,3,28.932963255577466
LEBench huge_write,3,46.17447116033427
LEBench huge_read,3,36.89382547384186
LEBench huge_mmap,3,33.77930480954817
LEBench huge_munmap,3,32.328394866889404
LEBench huge_page_fault,3,29.583983397046183
LEBench select,3,31.03494180153336
LEBench poll,3,30.825946654613873
LEBench epoll,3,29.26144553141739
LEBench select_big,3,32.60227831723321
LEBench poll_big,3,31.9143950020139
LEBench epoll_big,3,32.01649067300077
