name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench ref,5,51.24858757062147,92.02,58.03378378378378,143.3896103896104,61.49655172413793,81.23770669363071,0.0,0.0,0.0,0.0,0.0,0.0
LEBench cpu,5,39.209366391184574,24.93069306930693,22.660069848661234,56.730299667036626,34.198830409356724,35.54585187710922,4.0,4.0,4.0,4.0,4.0,4.0
LEBench getpid,5,19.251423029458483,26.24094947873671,103.23419203747072,19.13705269295241,68.05820105820106,47.184363659363875,0.0,0.0,0.0,0.0,0.0,0.0
LEBench context_switch,5,41.52753165558204,41.51659215371827,41.837599292599734,41.41013759921142,41.39670404837618,41.537712949897525,1472927.0,1461704.0,1473029.0,1572888.0,1572927.0,1510695.0
LEBench send,5,35.868430062526656,37.31072184034529,37.3844929576681,36.64254165330188,36.486631608716586,36.738563624511706,34519.0,34396.0,34396.0,32396.0,32791.0,33699.6
LEBench recv,5,37.58191609243045,39.12168681836887,39.575060137051835,38.44213230099654,39.02834161044554,38.74982739185865,36512.0,40397.0,36455.0,34511.0,40515.0,37678.0
LEBench big_send,5,37.530590382621895,37.57281717261045,37.02782046424161,37.563421964596664,38.44203430203765,37.62733685722166,410100.0,390100.0,390102.0,430100.0,400101.0,404100.6
LEBench big_recv,5,39.02712656816908,39.27159106779435,38.03255395493692,38.75890495492023,38.73631785516914,38.765298880197946,670069.0,650056.0,640052.0,630101.0,640101.0,646075.8
LEBench fork,5,37.48020989478989,37.21147833341243,36.66424141820602,38.3408048079616,36.720990485919565,37.2835449880579,360019.0,360171.0,380335.0,360005.0,360337.0,364173.4
LEBench thr_create,5,27.443535391640154,27.693578659005723,27.426897530488745,28.681104574368607,28.756509330692243,28.000325097239095,19.0,18.0,19.0,16.0,19.0,18.2
LEBench big_fork,5,63.50126338726695,63.42843806454011,64.7071919491717,65.93028633079184,61.705244837278734,63.854484913809856,90091.0,90091.0,95091.0,90093.0,85092.0,90091.6
LEBench huge_fork,5,49.80778116123551,50.655673776967525,50.420604844986286,50.269369865888564,52.036737759988654,50.63803348181331,90071.0,90069.0,90072.0,90070.0,90069.0,90070.2
LEBench small_write,5,31.20920278903184,26.423015641057066,27.51192482144584,35.354226166230696,34.658144262586994,31.03130273607049,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_read,5,52.265107589228194,37.35126701458008,142.27279220233595,42.13146769871986,40.29130480830332,62.86238786263349,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_mmap,5,36.54669251501253,41.63982583454282,52.099791643820595,25.750246366100026,28.599507272788635,36.927212726452915,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_munmap,5,35.943816431177204,35.13533719095439,35.11717134487761,40.624038399398394,38.18849816616315,37.001772306514155,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
LEBench small_page_fault,5,34.73692155389703,33.626720779939355,33.928318927304964,36.36357250402918,33.54901219057612,34.44090919114933,49996.0,49997.0,49986.0,49996.0,49996.0,49994.2
LEBench mid_write,5,30.13199454530218,23.945071654244845,23.97366726843759,23.091452140998662,25.210614858906897,25.270560093578034,7.0,7.0,7.0,7.0,7.0,7.0
LEBench mid_read,5,40.10234575835476,37.447082434018704,37.76990744983048,35.084874839962914,32.515092905216555,36.58386067747668,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,5,36.28052424639581,41.62344139650873,37.61107894228913,25.051941020986593,46.06183552669387,37.325764226574826,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,5,31.712727717022602,31.34047634413307,31.026854799775375,31.005470497169615,30.970742369578385,31.21125434553581,999999.0,999998.0,999999.0,999998.0,999999.0,999998.6
LEBench mid_page_fault,5,35.48377963584697,36.51048546669947,35.98980897085459,39.74974560255851,35.064411672559636,36.55964626970383,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench big_write,5,42.14379858468269,39.796925351632105,42.9576896649563,42.3058627511529,40.35700057804371,41.51225538609354,977.0,977.0,977.0,977.0,977.0,977.0
LEBench big_read,5,62.80133158380716,54.03823194043866,68.13500970873787,59.27558647924404,70.42198377807769,62.93442869806108,478.0,477.0,479.0,480.0,478.0,478.4
LEBench big_mmap,5,34.3449929934246,33.36110659072417,39.71637248934875,33.78435145101812,34.53562775330396,35.14849025556392,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,5,31.707652111949304,31.3092254013059,33.28113167140369,31.643650288305274,31.210909084477077,31.830513711488248,2499998.0,2499999.0,2499998.0,2499998.0,2499998.0,2499998.2
LEBench big_page_fault,5,27.0377355057714,27.240839436079078,27.054538072482607,27.415276700535173,27.125568860822877,27.17479171513823,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench huge_write,5,42.92185966881841,53.354200438011084,52.40978496545445,44.0561647796694,52.52623342537852,49.053648655466375,2007498.0,729757.0,729437.0,2007103.0,729329.0,1240624.8
LEBench huge_read,5,32.58514472045263,30.840050844973312,33.42982466209716,32.09123723895807,30.979291869135917,31.985109867123423,1019988.0,4089991.0,1069988.0,1089989.0,4879990.0,2429989.2
LEBench huge_mmap,5,38.52423102456296,24.69211191131556,20.654448408162953,35.739290808046036,27.39811946902655,29.401640324222807,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,5,29.712603406326036,16.176704868731203,17.908174141182258,21.20371533698286,25.089995166747222,22.018238583993917,999.0,999.0,999.0,999.0,999.0,999.0
LEBench huge_page_fault,5,27.306410076040805,27.792628233424562,27.63923444882093,27.308863485172925,28.088476727036888,27.627122594099223,49998.0,49999.0,49998.0,49998.0,49998.0,49998.2
LEBench select,5,29.107698665806144,32.091264562942854,28.885934303436127,32.07746434213105,31.416120456675777,30.71569646619839,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,5,30.587137202963998,34.47918428517904,31.562060781581962,29.777837115607987,26.37263549974721,30.55577097701604,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,5,30.974911195119965,28.121149802773814,30.34023106629264,28.746024937090752,30.80181283053214,29.796825966361858,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,5,27.53222774569687,31.14081835568868,32.17495441871647,32.34917267629303,33.53148369996111,31.345731379271236,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll_big,5,34.999061099535396,34.19920761689055,33.30824398140336,33.53528281211648,31.73710356741259,33.555779815471666,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll_big,5,35.8469296153097,30.656886370219823,34.935533106802964,31.270777955735007,31.37905109406157,32.81783562842581,3.0,4.0,3.0,3.0,3.0,3.2
