name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench ref,5,27.028937755175132,21.208557740480963,32.2147291800471,27.494875146178718,29.662569276680404,27.521933819712462,0.0,0.0,0.0,0.0,0.0,0.0
LEBench cpu,5,26.568376068376068,39.08656330749354,41.61028416779432,64.27041499330656,46.43318649045521,43.593765005485146,4.0,4.0,4.0,4.0,5.0,4.2
LEBench getpid,5,23.177406419061786,19.232400664213976,29.939272082878954,29.516953316953316,29.522779975446735,26.277762491710956,0.0,0.0,0.0,0.0,0.0,0.0
LEBench context_switch,5,40.090220643225955,40.29652711068388,38.637220245278115,39.839475610837724,40.71117371144961,39.91492346429506,1477139.0,1480335.0,1680438.0,1581160.0,1480296.0,1539873.6
LEBench send,5,35.014869406950794,33.11285272179678,33.110161313016775,33.17470853388849,33.531065898618245,33.588731574854215,34675.0,32537.0,32841.0,32683.0,34404.0,33428.0
LEBench recv,5,33.376835557757886,34.130490826369616,31.576449248955544,34.04967115614167,33.01554441410319,33.22979824066558,36841.0,36398.0,36397.0,40538.0,38418.0,37718.4
LEBench big_send,5,37.99841680213248,37.84007597132412,38.49929237636849,38.358003567083585,37.05750184632533,37.9506581126468,400036.0,400021.0,400034.0,390036.0,420101.0,402045.6
LEBench big_recv,5,38.76349379294101,38.6569832500545,38.543045006606214,38.61464907258816,38.53729375924493,38.62309297628696,650100.0,630101.0,650101.0,660100.0,660104.0,650101.2
LEBench fork,5,37.93580974535512,36.8696964816961,36.841732693332666,38.049567490597404,39.30429339308842,37.80021996081395,360338.0,380006.0,340214.0,380037.0,340005.0,360120.0
LEBench thr_create,5,24.501477583626468,24.48500657184685,30.511531151988123,24.471224436598025,24.441469591049636,25.68214186702182,69.0,65.0,19.0,19.0,26.0,39.6
LEBench big_fork,5,45.68142348236866,46.22922750253239,45.91490676711019,45.963609159498695,48.2351032148098,46.404854025263944,85092.0,85069.0,90093.0,90094.0,85092.0,87088.0
LEBench huge_fork,5,57.249590501973735,52.391987337992,56.44976538122,54.33056839953267,58.48204558921165,55.780791441986004,85068.0,90069.0,85068.0,90070.0,90068.0,88068.6
LEBench small_write,5,38.47021938261039,20.385776829020635,37.69358886607347,23.332284689206624,39.03312564082341,31.782999081546905,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_read,5,21.780996097105966,31.00794890957266,33.2227580624222,26.381152145505744,24.779405687666703,27.434452180454656,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_mmap,5,35.83246798200069,34.28176439575889,30.876113324083605,34.58882373232149,30.587034975884517,33.23324088200984,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_munmap,5,39.021732528756885,38.49956747718382,37.75966740132238,36.69159031116756,36.71826304337762,37.738164152361655,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
LEBench small_page_fault,5,33.39561147210957,32.0698807400096,34.26369932296675,32.54628405539278,31.220808118662617,32.699256741828265,49997.0,49997.0,49997.0,49997.0,49997.0,49997.0
LEBench mid_write,5,32.44422888961289,27.78031626296508,27.02071969255852,28.248669135156025,41.45649317904348,31.3900854318672,7.0,7.0,7.0,7.0,7.0,7.0
LEBench mid_read,5,53.44022555872662,29.912237932715747,22.997717117443173,32.789756446991404,47.19616980167074,37.267221371509535,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,5,35.48397687531225,24.627736608088078,36.47994624036217,26.81015259332547,21.70583790643269,29.02153004470413,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,5,31.41723776734344,31.85102578901396,33.153373266041015,32.26377706742438,31.407695117994244,32.01862180156341,999998.0,999998.0,999998.0,999998.0,999998.0,999998.0
LEBench mid_page_fault,5,33.930301389335455,36.47916686182999,34.694992698666915,36.74416862186638,38.22000701193537,36.013727316726815,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench big_write,5,36.02196132161643,34.99229157455643,34.572039619102235,37.73645218874661,35.860705932551596,35.83669012731466,1000.0,983.0,982.0,981.0,982.0,985.6
LEBench big_read,5,47.48082799976936,55.11986855657462,37.87668637903608,49.71343612334802,45.2421427070513,47.08659235315588,472.0,472.0,471.0,504.0,471.0,478.0
LEBench big_mmap,5,54.76583070531111,20.523670451639,29.419551691496107,19.547762872491912,23.456478696264707,29.542658883440566,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,5,32.332594302140365,31.658582104592764,31.479767219437726,31.64022043224427,32.364654560520876,31.8951637237872,2499998.0,2499998.0,2499998.0,2499999.0,2499998.0,2499998.2
LEBench big_page_fault,5,26.400037061303365,27.33787397236848,27.65524584941129,26.59728309663871,27.286567000501183,27.05540139604461,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench huge_write,5,48.1838113574735,40.46676468011252,45.97992316910689,47.7301722026096,40.30159932365435,44.53245414659138,729258.0,2007056.0,729933.0,729479.0,2007497.0,1240644.6
LEBench huge_read,5,39.411271106626835,37.143154316394224,34.544794956194075,38.80452041055004,34.41050500408046,36.86284915876912,2915374.0,2920000.0,8030010.0,2919567.0,8029992.0,4962988.6
LEBench huge_mmap,5,36.622301175184475,29.13585559739406,21.59032029360247,27.492915618006997,32.85825183106004,29.53992890304961,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,5,31.303427377869962,31.98583009690052,31.664469349001866,31.371405391445307,30.645173589224854,31.394061160888498,25000002.0,24973459.0,24997113.0,24981356.0,24979125.0,24986211.0
LEBench huge_page_fault,5,26.669294300566335,27.875310497557823,27.24790833113917,28.618276671876398,27.4440234844474,27.570962657117423,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench select,5,27.883689498216075,30.60342246729914,28.208490249042313,29.949009692148202,33.01511928511497,29.93194623836414,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,5,29.18211258845633,30.368721430561706,28.99119955369013,27.596351270007496,29.46087270636284,29.119851509815696,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,5,30.947508859917214,27.38635119917637,26.0797518379308,27.294337919785495,27.60367149654041,27.862324262670057,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,5,29.346901913701796,29.505422131603346,27.218261308212245,28.433200552319732,29.941065535574186,28.888970288282263,16.0,0.0,0.0,0.0,0.0,3.2
