LEBench ref,3,36.23800063508543
LEBench cpu,3,33.515250151483826
LEBench getpid,3,28.503283575759397
LEBench context_switch,3,40.019639384170716
LEBench send,3,37.68621212407406
LEBench recv,3,36.46208588021389
LEBench big_send,3,37.217870643700856
LEBench big_recv,3,38.28279027886291
LEBench fork,3,37.42707233141477
LEBench thr_create,3,31.96321591266329
LEBench big_fork,3,61.27793289767979
LEBench huge_fork,3,59.1388859974509
LEBench small_write,3,27.324682077536647
LEBench small_read,3,29.54484121632073
LEBench small_mmap,3,34.694316463982524
LEBench small_munmap,3,35.46972585873459
LEBench small_page_fault,3,33.76100309452235
LEBench mid_write,3,28.91644568076381
LEBench mid_read,3,45.9335321017538
LEBench mid_mmap,3,31.629703093679016
LEBench mid_munmap,3,30.934325258950338
LEBench mid_page_fault,3,35.27966179687285
LEBench big_write,3,43.39631468445745
LEBench big_read,3,55.62302623153164
LEBench big_mmap,3,32.97705235940009
LEBench big_munmap,3,31.35450204819702
LEBench big_page_fault,3,30.063543136992113
LEBench huge_write,3,32.022813421093076
LEBench huge_read,3,31.33333961154897
LEBench huge_mmap,3,32.899737823926465
LEBench huge_munmap,3,32.56877895108872
LEBench huge_page_fault,3,28.432914127851245
LEBench select,3,28.116362797060727
LEBench poll,3,31.277482612483613
LEBench epoll,3,27.803696324828707
LEBench select_big,3,32.81050657837432
LEBench poll_big,3,32.00557858597815
LEBench epoll_big,3,30.85034274786608
